UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_diff,power,wear_rate,energy_proxy,temp_ratio
1159,L48338,L,297.0,307.9,1436,47.7,191,0,0,0,0,0,0,10.899999999999977,68497.2,0.13291579679888657,13082965.2,1.0367003367003367
1160,L48339,L,297.0,307.8,1609,35.6,193,0,0,0,0,0,0,10.800000000000011,57280.4,0.11987577639751552,11055117.200000001,1.0363636363636364
1161,H30574,H,297.0,307.7,1834,23.8,195,0,0,0,0,0,0,10.699999999999989,43649.200000000004,0.10626702997275204,8511594.0,1.036026936026936
1162,L48341,L,297.0,307.8,1316,61.2,200,1,0,0,0,1,0,10.800000000000011,80539.2,0.15186028853454822,16107840.0,1.0363636363636364
1163,L48342,L,296.9,307.8,1400,57.1,202,1,0,0,0,1,0,10.900000000000034,79940.0,0.1441827266238401,16147880.0,1.0367126978780736
1164,L48343,L,296.9,307.9,1367,47.1,204,0,0,0,0,0,0,11.0,64385.700000000004,0.14912280701754385,13134682.8,1.0370495116200742
1165,L48344,L,297.1,308.1,1754,30.3,206,0,0,0,0,0,0,11.0,53146.200000000004,0.11737891737891738,10948117.200000001,1.037024570851565
1166,L48345,L,297.1,308.1,1487,34.6,208,0,0,0,0,0,0,11.0,51450.200000000004,0.13978494623655913,10701641.600000001,1.037024570851565
1167,M16026,M,297.1,308.1,1506,37.7,210,0,0,0,0,0,0,11.0,56776.200000000004,0.139349701393497,11923002.0,1.037024570851565
1168,L48347,L,297.0,308.1,1362,52.5,213,1,0,0,0,1,0,11.100000000000023,71505.0,0.15627292736610418,15230565.0,1.0373737373737375
1169,L48348,L,297.1,308.1,1584,36.8,215,0,0,0,0,0,0,11.0,58291.2,0.13564668769716087,12532608.0,1.037024570851565
1170,L48349,L,297.0,308.1,1355,43.7,217,0,0,0,0,0,0,11.100000000000023,59213.50000000001,0.16002949852507375,12849329.500000002,1.0373737373737375
1171,M16030,M,297.1,308.1,1823,24.3,219,0,0,0,0,0,0,11.0,44298.9,0.12006578947368421,9701459.1,1.037024570851565
1172,H30585,H,297.0,308.1,1517,41.4,222,0,0,0,0,0,0,11.100000000000023,62803.799999999996,0.14624505928853754,13942443.6,1.0373737373737375
1173,L48352,L,297.1,308.1,1446,36.6,227,0,0,0,0,0,0,11.0,52923.6,0.15687629578438148,12013657.2,1.037024570851565
1174,H30587,H,297.1,308.0,1559,38.8,229,0,0,0,0,0,0,10.899999999999977,60489.2,0.1467948717948718,13852026.799999999,1.0366879838438237
1175,M16034,M,297.1,308.1,1352,44.4,0,0,0,0,0,0,0,11.0,60028.799999999996,0.0,0.0,1.037024570851565
1176,M16035,M,297.2,308.3,1578,37.8,3,0,0,0,0,0,0,11.100000000000023,59648.399999999994,0.0018999366687777073,178945.19999999998,1.0373485868102288
1177,M16036,M,297.2,308.3,1429,42.0,6,0,0,0,0,0,0,11.100000000000023,60018.0,0.004195804195804196,360108.0,1.0373485868102288
1178,M16037,M,297.2,308.3,1604,39.4,9,0,0,0,0,0,0,11.100000000000023,63197.6,0.005607476635514018,568778.4,1.0373485868102288
1179,L48358,L,297.3,308.5,1398,60.4,12,0,0,0,0,0,0,11.199999999999989,84439.2,0.008577555396711936,1013270.3999999999,1.0376723847965017
1180,L48359,L,297.3,308.4,1441,43.4,14,0,0,0,0,0,0,11.099999999999966,62539.4,0.009708737864077669,875551.6,1.0373360242179614
1181,H30594,H,297.3,308.4,1531,35.6,16,0,0,0,0,0,0,11.099999999999966,54503.6,0.010443864229765013,872057.6,1.0373360242179614
1182,L48361,L,297.2,308.3,1379,52.1,21,0,0,0,0,0,0,11.100000000000023,71845.90000000001,0.015217391304347827,1508763.9000000001,1.0373485868102288
1183,L48362,L,297.3,308.3,1410,48.1,23,0,0,0,0,0,0,11.0,67821.0,0.01630049610205528,1559883.0,1.0369996636394214
1184,L48363,L,297.3,308.4,1513,40.5,25,0,0,0,0,0,0,11.099999999999966,61276.5,0.016512549537648614,1531912.5,1.0373360242179614
1185,L48364,L,297.3,308.5,1497,47.5,27,0,0,0,0,0,0,11.199999999999989,71107.5,0.018024032042723633,1919902.5,1.0376723847965017
1186,L48365,L,297.3,308.4,1491,46.5,29,0,0,0,0,0,0,11.099999999999966,69331.5,0.01943699731903485,2010613.5,1.0373360242179614
1187,L48366,L,297.3,308.4,1417,47.8,31,0,0,0,0,0,0,11.099999999999966,67732.59999999999,0.021861777150916785,2099710.5999999996,1.0373360242179614
1188,M16047,M,297.4,308.6,1522,38.0,33,0,0,0,0,0,0,11.200000000000045,57836.0,0.021667760998030205,1908588.0,1.0376597175521185
1189,L48368,L,297.3,308.4,1339,52.1,36,0,0,0,0,0,0,11.099999999999966,69761.90000000001,0.026865671641791045,2511428.4000000004,1.0373360242179614
1190,M16049,M,297.2,308.3,1794,27.5,38,0,0,0,0,0,0,11.100000000000023,49335.0,0.02116991643454039,1874730.0,1.0373485868102288
1191,L48370,L,297.2,308.4,1460,42.1,41,0,0,0,0,0,0,11.199999999999989,61466.0,0.02806297056810404,2520106.0,1.0376850605652759
1192,M16051,M,297.2,308.3,1776,28.0,43,0,0,0,0,0,0,11.100000000000023,49728.0,0.024198086662915026,2138304.0,1.0373485868102288
1193,M16052,M,297.2,308.3,1431,43.7,46,0,0,0,0,0,0,11.100000000000023,62534.700000000004,0.03212290502793296,2876596.2,1.0373485868102288
1194,L48373,L,297.1,308.2,1347,50.8,49,0,0,0,0,0,0,11.099999999999966,68427.59999999999,0.03635014836795252,3352952.3999999994,1.0373611578593065
1195,M16054,M,297.0,308.1,1507,43.1,51,0,0,0,0,0,0,11.100000000000023,64951.700000000004,0.033819628647214856,3312536.7,1.0373737373737375
1196,M16055,M,297.0,308.0,1408,47.9,54,0,0,0,0,0,0,11.0,67443.2,0.0383250532292406,3641932.8,1.037037037037037
1197,M16056,M,297.0,307.9,1493,34.7,57,0,0,0,0,0,0,10.899999999999977,51807.100000000006,0.03815261044176707,2953004.7,1.0367003367003367
1198,M16057,M,296.9,307.9,1441,47.6,60,0,0,0,0,0,0,11.0,68591.6,0.04160887656033287,4115496.0000000005,1.0370495116200742
1199,H30612,H,296.9,307.9,1557,36.5,63,0,0,0,0,0,0,11.0,56830.5,0.04043645699614891,3580321.5,1.0370495116200742
1200,M16059,M,296.9,307.9,1979,20.4,68,0,0,0,0,0,0,11.0,40371.6,0.03434343434343434,2745268.8,1.0370495116200742
1201,M16060,M,296.9,308.0,1430,55.9,71,0,0,0,0,0,0,11.100000000000023,79937.0,0.0496156533892383,5675527.0,1.0373863253620748
1202,L48381,L,296.9,308.0,1658,41.0,74,0,0,0,0,0,0,11.100000000000023,67978.0,0.04460518384569018,5030372.0,1.0373863253620748
1203,M16062,M,297.0,308.1,1355,51.4,76,0,0,0,0,0,0,11.100000000000023,69647.0,0.05604719764011799,5293172.0,1.0373737373737375
1204,H30617,H,297.0,308.1,1410,47.6,79,0,0,0,0,0,0,11.100000000000023,67116.0,0.05598866052445074,5302164.0,1.0373737373737375
1205,L48384,L,296.9,308.0,1521,34.5,84,0,0,0,0,0,0,11.100000000000023,52474.5,0.05519053876478318,4407858.0,1.0373863253620748
1206,L48385,L,296.8,308.0,1371,54.5,86,0,0,0,0,0,0,11.199999999999989,74719.5,0.06268221574344024,6425877.0,1.0377358490566038
1207,H30620,H,296.9,308.0,1318,53.5,88,0,0,0,0,0,0,11.100000000000023,70513.0,0.0667172100075815,6205144.0,1.0373863253620748
1208,M16067,M,297.0,308.1,1573,34.9,93,0,0,0,0,0,0,11.100000000000023,54897.7,0.0590851334180432,5105486.1,1.0373737373737375
1209,L48388,L,297.0,308.1,1489,44.1,96,0,0,0,0,0,0,11.100000000000023,65664.90000000001,0.06442953020134229,6303830.4,1.0373737373737375
1210,H30623,H,297.0,308.1,2540,13.3,98,0,0,0,0,0,0,11.100000000000023,33782.0,0.03856749311294766,3310636.0,1.0373737373737375
1211,L48390,L,297.0,308.1,1537,39.0,103,0,0,0,0,0,0,11.100000000000023,59943.0,0.06697009102730819,6174129.0,1.0373737373737375
1212,H30625,H,296.9,308.0,1416,46.9,105,0,0,0,0,0,0,11.100000000000023,66410.4,0.07410021171489062,6973091.999999999,1.0373863253620748
1213,L48392,L,296.9,307.9,1359,56.5,110,0,0,0,0,0,0,11.0,76783.5,0.08088235294117647,8446185.0,1.0370495116200742
1214,M16073,M,296.8,307.8,1551,38.9,112,0,0,0,0,0,0,11.0,60333.899999999994,0.07216494845360824,6757396.799999999,1.0370619946091644
1215,M16074,M,296.8,307.8,1694,33.0,115,0,0,0,0,0,0,11.0,55902.0,0.06784660766961652,6428730.0,1.0370619946091644
1216,L48395,L,296.8,307.9,1709,28.4,118,0,0,0,0,0,0,11.099999999999966,48535.6,0.06900584795321638,5727200.8,1.037398921832884
1217,L48396,L,296.9,308.0,1514,41.0,120,0,0,0,0,0,0,11.100000000000023,62074.0,0.07920792079207921,7448880.0,1.0373863253620748
1218,L48397,L,297.0,308.1,1455,43.5,122,0,0,0,0,0,0,11.100000000000023,63292.5,0.08379120879120878,7721685.0,1.0373737373737375
1219,M16078,M,297.0,308.2,1702,30.7,124,0,0,0,0,0,0,11.199999999999989,52251.4,0.0728126834997064,6479173.600000001,1.0377104377104376
1220,M16079,M,296.9,308.1,1357,41.8,127,0,0,0,0,0,0,11.200000000000045,56722.6,0.093519882179676,7203770.2,1.0377231391040755
1221,L48400,L,297.0,308.2,1577,29.4,130,0,0,0,0,0,0,11.199999999999989,46363.799999999996,0.08238276299112801,6027293.999999999,1.0377104377104376
1222,M16081,M,297.0,308.3,1399,46.4,132,0,0,0,0,0,1,11.300000000000011,64913.6,0.09428571428571429,8568595.2,1.038047138047138
1223,L48402,L,297.0,308.3,1399,59.0,135,0,0,0,0,0,0,11.300000000000011,82541.0,0.09642857142857143,11143035.0,1.038047138047138
1224,L48403,L,297.0,308.3,1492,48.1,137,0,0,0,0,0,0,11.300000000000011,71765.2,0.09176155391828533,9831832.4,1.038047138047138
1225,L48404,L,297.1,308.3,1763,25.7,139,0,0,0,0,0,0,11.199999999999989,45309.1,0.07879818594104308,6297964.899999999,1.0376977448670481
1226,H30639,H,297.1,308.3,1492,41.5,141,0,0,0,0,0,0,11.199999999999989,61918.0,0.09444072337575352,8730438.0,1.0376977448670481
1227,L48406,L,297.1,308.4,1488,42.5,146,0,0,0,0,0,0,11.299999999999955,63240.0,0.09805238415043653,9233040.0,1.0380343318747896
1228,L48407,L,297.1,308.4,1422,42.1,148,0,0,0,0,0,0,11.299999999999955,59866.200000000004,0.10400562192550948,8860197.600000001,1.0380343318747896
1229,M16088,M,297.1,308.4,1583,38.2,150,0,0,0,0,0,0,11.299999999999955,60470.600000000006,0.0946969696969697,9070590.0,1.0380343318747896
1230,L48409,L,297.1,308.4,1304,53.5,153,0,0,0,0,0,0,11.299999999999955,69764.0,0.11724137931034483,10673892.0,1.0380343318747896
1231,M16090,M,297.1,308.4,1880,23.5,155,0,0,0,0,0,0,11.299999999999955,44180.0,0.08240297713981924,6847900.0,1.0380343318747896
1232,M16091,M,297.2,308.5,1604,40.7,158,0,0,0,0,0,0,11.300000000000011,65282.8,0.09844236760124611,10314682.4,1.038021534320323
1233,L48412,L,297.2,308.6,1500,37.1,161,0,0,0,0,0,0,11.400000000000034,55650.0,0.1072618254497002,8959650.0,1.0383580080753703
1234,M16093,M,297.2,308.5,1364,55.6,163,0,0,0,0,0,0,11.300000000000011,75838.40000000001,0.11941391941391942,12361659.200000001,1.038021534320323
1235,H30648,H,297.2,308.5,2440,14.0,166,0,0,0,0,0,0,11.300000000000011,34160.0,0.0680049160180254,5670560.0,1.038021534320323
1236,H30649,H,297.1,308.4,1654,31.4,171,0,0,0,0,0,0,11.299999999999955,51935.6,0.10332326283987915,8880987.6,1.0380343318747896
1237,H30650,H,297.1,308.4,1359,46.6,176,0,0,0,0,0,0,11.299999999999955,63329.4,0.12941176470588237,11145974.4,1.0380343318747896
1238,M16097,M,297.1,308.4,1502,37.3,181,0,0,0,0,0,0,11.299999999999955,56024.6,0.12042581503659348,10140452.6,1.0380343318747896
1239,M16098,M,297.1,308.4,1615,32.6,184,0,0,0,0,0,0,11.299999999999955,52649.0,0.11386138613861387,9687416.0,1.0380343318747896
1240,H30653,H,297.2,308.5,1482,39.3,187,0,0,0,0,0,0,11.300000000000011,58242.6,0.1260957518543493,10891366.2,1.038021534320323
1241,L48420,L,297.2,308.6,1636,31.3,192,0,0,0,0,0,0,11.400000000000034,51206.8,0.11728772144166158,9831705.600000001,1.0383580080753703
1242,M16101,M,297.1,308.5,1621,32.4,194,0,0,0,0,0,0,11.399999999999977,52520.399999999994,0.11960542540073983,10188957.6,1.038370918882531
1243,L48422,L,297.1,308.4,1468,44.4,197,0,0,0,0,0,0,11.299999999999955,65179.2,0.13410483321987746,12840302.399999999,1.0380343318747896
1244,M16103,M,297.1,308.4,1432,53.4,199,0,0,0,0,0,0,11.299999999999955,76468.8,0.1388695045359386,15217291.200000001,1.0380343318747896
1245,L48424,L,297.1,308.4,1726,28.4,202,0,0,0,0,0,0,11.299999999999955,49018.399999999994,0.11696583671105965,9901716.799999999,1.0380343318747896
1246,M16105,M,297.1,308.4,1588,33.4,204,0,0,0,0,0,0,11.299999999999955,53039.2,0.12838263058527374,10819996.799999999,1.0380343318747896
1247,H30660,H,297.2,308.5,1653,33.3,207,0,0,0,0,0,0,11.300000000000011,55044.899999999994,0.12515114873035066,11394294.299999999,1.038021534320323
1248,L48427,L,297.2,308.5,1513,42.9,212,0,0,0,0,0,0,11.300000000000011,64907.7,0.14002642007926025,13760432.399999999,1.038021534320323
1249,L48428,L,297.2,308.6,1489,40.2,214,0,0,0,0,0,0,11.400000000000034,59857.8,0.1436241610738255,12809569.200000001,1.0383580080753703
1250,L48429,L,297.3,308.7,1467,36.8,216,0,0,0,0,0,0,11.399999999999977,53985.6,0.14713896457765668,11660889.6,1.0383451059535822
1251,L48430,L,297.3,308.7,1549,36.1,218,0,0,0,0,0,0,11.399999999999977,55918.9,0.1406451612903226,12190320.200000001,1.0383451059535822
1252,M16111,M,297.4,308.8,1359,48.7,220,0,0,0,0,0,0,11.400000000000034,66183.3,0.16176470588235295,14560326.0,1.0383322125084062
1253,L48432,L,297.5,308.8,1533,41.5,223,0,0,0,0,0,0,11.300000000000011,63619.5,0.1453715775749674,14187148.5,1.037983193277311
1254,L48433,L,297.5,308.8,1309,57.3,0,0,0,0,0,0,0,11.300000000000011,75005.7,0.0,0.0,1.037983193277311
1255,H30668,H,297.5,308.8,1430,49.4,2,0,0,0,0,0,0,11.300000000000011,70642.0,0.001397624039133473,141284.0,1.037983193277311
1256,H30669,H,297.5,308.9,1419,50.7,7,0,0,0,0,0,0,11.399999999999977,71943.3,0.004929577464788733,503603.10000000003,1.0383193277310923
1257,M16116,M,297.5,308.9,1535,37.7,12,0,0,0,0,0,0,11.399999999999977,57869.50000000001,0.0078125,694434.0000000001,1.0383193277310923
1258,L48437,L,297.5,308.9,1466,43.0,15,0,0,0,0,0,0,11.399999999999977,63038.0,0.010224948875255624,945570.0,1.0383193277310923
1259,L48438,L,297.5,308.9,1427,50.4,17,0,0,0,0,0,0,11.399999999999977,71920.8,0.011904761904761904,1222653.6,1.0383193277310923
1260,M16119,M,297.5,308.9,1280,48.5,19,0,0,0,0,0,0,11.399999999999977,62080.0,0.01483216237314598,1179520.0,1.0383193277310923
1261,L48440,L,297.6,309.0,1528,33.8,22,0,0,0,0,0,0,11.399999999999977,51646.399999999994,0.014388489208633094,1136220.7999999998,1.0383064516129032
1262,H30675,H,297.6,309.0,1885,25.2,24,0,0,0,0,0,0,11.399999999999977,47502.0,0.012725344644750796,1140048.0,1.0383064516129032
1263,H30676,H,297.8,309.2,1648,33.0,29,0,0,0,0,0,0,11.399999999999977,54384.0,0.01758641600970285,1577136.0,1.038280725319006
1264,L48443,L,297.8,309.2,1400,56.9,34,0,0,0,0,0,0,11.399999999999977,79660.0,0.02426837972876517,2708440.0,1.038280725319006
1265,M16124,M,297.8,309.3,2243,15.7,36,0,0,0,0,0,0,11.5,35215.1,0.016042780748663103,1267743.5999999999,1.0386165211551377
1266,L48445,L,297.9,309.4,1558,35.7,39,0,0,0,0,0,0,11.5,55620.600000000006,0.025016035920461834,2169203.4000000004,1.0386035582410205
1267,L48446,L,298.0,309.6,1633,34.8,41,0,0,0,0,0,0,11.600000000000023,56828.399999999994,0.025091799265605876,2329964.4,1.0389261744966443
1268,M16127,M,298.1,309.6,1549,38.7,43,0,0,0,0,0,0,11.5,59946.3,0.027741935483870966,2577690.9,1.0385776585038577
1269,L48448,L,298.0,309.5,1496,45.8,46,0,0,0,0,0,0,11.5,68516.8,0.03072812291249165,3151772.8000000003,1.0385906040268456
1270,L48449,L,298.1,309.5,1467,41.8,48,0,0,0,0,0,0,11.399999999999977,61320.6,0.0326975476839237,2943388.8,1.038242200603824
1271,M16130,M,298.0,309.4,1276,65.9,50,0,0,0,0,0,0,11.399999999999977,84088.40000000001,0.03915426781519186,4204420.0,1.0382550335570468
1272,H30685,H,298.0,309.4,1490,40.5,53,0,0,0,0,0,0,11.399999999999977,60345.0,0.035546613011401745,3198285.0,1.0382550335570468
1273,H30686,H,298.0,309.4,1562,38.1,58,0,0,0,0,0,0,11.399999999999977,59512.200000000004,0.037108125399872044,3451707.6,1.0382550335570468
1274,L48453,L,298.1,309.4,1397,48.2,63,0,0,0,0,0,0,11.299999999999955,67335.40000000001,0.045064377682403435,4242130.2,1.0379067427037905
1275,H30688,H,298.1,309.5,1530,40.2,65,0,0,0,0,0,0,11.399999999999977,61506.00000000001,0.042455911169170475,3997890.0000000005,1.038242200603824
1276,M16135,M,298.1,309.4,1362,47.6,70,0,0,0,0,0,0,11.299999999999955,64831.200000000004,0.05135730007336757,4538184.0,1.0379067427037905
1277,M16136,M,298.2,309.4,1693,34.4,73,0,0,0,0,0,0,11.199999999999989,58239.2,0.04309327036599764,4251461.6,1.0375586854460093
1278,M16137,M,298.2,309.4,1408,46.5,76,0,0,0,0,0,0,11.199999999999989,65472.0,0.0539389638041164,4975872.0,1.0375586854460093
1279,L48458,L,298.2,309.4,1398,52.9,79,0,0,0,0,0,0,11.199999999999989,73954.2,0.056468906361686916,5842381.8,1.0375586854460093
1280,M16139,M,298.3,309.6,1531,40.1,81,0,0,0,0,0,0,11.300000000000011,61393.1,0.05287206266318538,4972841.1,1.0378813275226282
1281,H30694,H,298.3,309.5,1521,37.1,84,0,0,0,0,0,0,11.199999999999989,56429.1,0.05519053876478318,4740044.399999999,1.0375460945357022
1282,H30695,H,298.3,309.5,1427,54.3,89,0,0,0,0,0,0,11.199999999999989,77486.09999999999,0.062324929971988796,6896262.899999999,1.0375460945357022
1283,L48462,L,298.3,309.4,1546,36.1,94,0,0,0,0,0,0,11.099999999999966,55810.600000000006,0.060762766645119586,5246196.4,1.0372108615487763
1284,L48463,L,298.3,309.4,1356,45.4,96,0,0,0,0,0,0,11.099999999999966,61562.4,0.0707442888725129,5909990.4,1.0372108615487763
1285,L48464,L,298.4,309.5,2153,15.3,98,1,0,0,1,0,0,11.100000000000023,32940.9,0.04549675023212628,3228208.2,1.0371983914209115
1286,M16145,M,298.5,309.6,1492,41.7,100,0,0,0,0,0,0,11.100000000000023,62216.4,0.06697923643670463,6221640.0,1.0371859296482413
1287,L48466,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,0,11.100000000000023,63754.6,0.06506632975363234,6566723.8,1.0371859296482413
1288,L48467,L,298.5,309.6,1419,41.5,105,0,0,0,0,0,0,11.100000000000023,58888.5,0.07394366197183098,6183292.5,1.0371859296482413
1289,M16148,M,298.5,309.6,1441,48.2,107,0,0,0,0,0,0,11.100000000000023,69456.2,0.07420249653259361,7431813.399999999,1.0371859296482413
1290,M16149,M,298.6,309.7,1635,32.2,110,0,0,0,0,0,0,11.099999999999966,52647.00000000001,0.06723716381418093,5791170.000000001,1.037173476222371
1291,L48470,L,298.6,309.7,1429,45.8,113,0,0,0,0,0,0,11.099999999999966,65448.2,0.07902097902097902,7395646.6,1.037173476222371
1292,M16151,M,298.6,309.7,1675,28.4,115,0,0,0,0,0,0,11.099999999999966,47570.0,0.06861575178997613,5470550.0,1.037173476222371
1293,M16152,M,298.7,309.7,1868,23.8,118,0,0,0,0,0,0,11.0,44458.4,0.06313536650615302,5246091.2,1.0368262470706395
1294,H30707,H,298.7,309.8,1582,33.4,121,0,0,0,0,0,0,11.100000000000023,52838.799999999996,0.0764371446620341,6393494.8,1.037161031134918
1295,L48474,L,298.8,309.9,1486,40.3,126,0,0,0,0,0,0,11.099999999999966,59885.799999999996,0.0847343644922663,7545610.8,1.0371485943775098
1296,L48475,L,298.7,309.8,1402,54.3,128,0,0,0,0,0,0,11.100000000000023,76128.59999999999,0.09123307198859587,9744460.799999999,1.037161031134918
1297,L48476,L,298.7,309.9,1621,34.1,130,0,0,0,0,0,0,11.199999999999989,55276.100000000006,0.08014796547472257,7185893.000000001,1.0374958151991964
1298,L48477,L,298.8,309.9,1428,42.4,132,0,0,0,0,0,0,11.099999999999966,60547.2,0.09237228831350595,7992230.399999999,1.0371485943775098
1299,M16158,M,298.7,309.8,1343,53.6,134,0,0,0,0,0,0,11.100000000000023,71984.8,0.09970238095238096,9645963.200000001,1.037161031134918
1300,M16159,M,298.7,309.9,1458,40.2,137,0,0,0,0,0,0,11.199999999999989,58611.600000000006,0.09389993145990404,8029789.200000001,1.0374958151991964
1301,L48480,L,298.7,309.8,1322,57.0,140,0,0,0,0,0,0,11.100000000000023,75354.0,0.10582010582010581,10549560.0,1.037161031134918
1302,L48481,L,298.7,309.9,1483,32.8,142,0,0,0,0,0,0,11.199999999999989,48642.399999999994,0.09568733153638814,6907220.799999999,1.0374958151991964
1303,L48482,L,298.6,309.8,1505,45.7,144,0,0,0,0,0,1,11.199999999999989,68778.5,0.09561752988047809,9904104.0,1.0375083724045546
1304,L48483,L,298.7,309.9,1593,42.5,146,0,0,0,0,0,0,11.199999999999989,67702.5,0.09159347553324969,9884565.0,1.0374958151991964
1305,L48484,L,298.8,310.0,2098,19.6,148,0,0,0,0,0,0,11.199999999999989,41120.8,0.07050976655550262,6085878.4,1.037483266398929
1306,L48485,L,298.8,310.0,1672,30.4,150,0,0,0,0,0,0,11.199999999999989,50828.799999999996,0.08965929468021518,7624319.999999999,1.037483266398929
1307,L48486,L,298.8,310.0,1487,41.4,152,0,0,0,0,0,0,11.199999999999989,61561.799999999996,0.10215053763440861,9357393.6,1.037483266398929
1308,L48487,L,298.8,310.0,1423,42.1,154,0,0,0,0,0,0,11.199999999999989,59908.3,0.10814606741573034,9225878.200000001,1.037483266398929
1309,L48488,L,298.9,310.1,1750,25.0,156,0,0,0,0,0,0,11.200000000000045,43750.0,0.08909194745859508,6825000.0,1.0374707259953164
1310,L48489,L,298.9,310.2,1654,31.1,158,0,0,0,0,0,0,11.300000000000011,51439.4,0.09546827794561934,8127425.2,1.0378052860488458
1311,L48490,L,298.9,310.2,1498,50.2,160,0,0,0,0,0,0,11.300000000000011,75199.6,0.1067378252168112,12031936.0,1.0378052860488458
1312,L48491,L,298.9,310.1,1587,30.2,162,0,0,0,0,0,0,11.200000000000045,47927.4,0.10201511335012595,7764238.8,1.0374707259953164
1313,L48492,L,298.9,310.1,1473,42.6,164,0,0,0,0,0,0,11.200000000000045,62749.8,0.1112618724559023,10290967.200000001,1.0374707259953164
1314,L48493,L,298.9,310.2,1359,56.9,166,0,0,0,0,0,0,11.300000000000011,77327.09999999999,0.12205882352941176,12836298.599999998,1.0378052860488458
1315,M16174,M,299.0,310.3,1635,34.5,168,0,0,0,0,0,0,11.300000000000011,56407.5,0.10268948655256724,9476460.0,1.0377926421404682
1316,L48495,L,299.0,310.3,1520,45.0,171,0,0,0,0,0,0,11.300000000000011,68400.0,0.11242603550295859,11696400.0,1.0377926421404682
1317,L48496,L,299.0,310.3,1507,36.7,173,0,0,0,0,0,0,11.300000000000011,55306.9,0.11472148541114058,9568093.700000001,1.0377926421404682
1318,L48497,L,299.0,310.3,1428,46.3,175,0,0,0,0,0,0,11.300000000000011,66116.4,0.1224632610216935,11570369.999999998,1.0377926421404682
1319,M16178,M,299.0,310.3,1582,33.3,177,0,0,0,0,0,0,11.300000000000011,52680.6,0.11181301326595072,9324466.2,1.0377926421404682
1320,L48499,L,299.0,310.3,1929,24.4,180,0,0,0,0,0,0,11.300000000000011,47067.6,0.09326424870466321,8472168.0,1.0377926421404682
